Air
1 3 101
															
28.958538
 888 	 1116.40247 	 3.88599632e-005 	 0.0616483112 
 896 	 1118.23342 	 3.90746546e-005 	 0.0620605027 
 904 	 1120.0598 	 3.92882883e-005 	 0.0624704804 
 912 	 1121.88128 	 3.95008767e-005 	 0.062878214 
 920 	 1123.69754 	 3.97124317e-005 	 0.0632836739 
 928 	 1125.50825 	 3.99229653e-005 	 0.0636868309 
 936 	 1127.31311 	 4.01324893e-005 	 0.0640876567 
 944 	 1129.11184 	 4.03410154e-005 	 0.0644861237 
 952 	 1130.90415 	 4.05485553e-005 	 0.0648822053 
 960 	 1132.68976 	 4.07551204e-005 	 0.0652758759 
 968 	 1134.46841 	 4.09607221e-005 	 0.0656671109 
 976 	 1136.23986 	 4.11653718e-005 	 0.066055887 
 984 	 1138.00386 	 4.13690805e-005 	 0.0664421821 
 992 	 1139.76018 	 4.15718594e-005 	 0.0668259757 
 1000 	 1141.5086 	 4.17737195e-005 	 0.0672072485 


        Gas_cp,           GAS_viscosity           conductivity
